file_name,caption
YixaVHv5vqlw.wav,"An adult female snickers quietly while faint snoring is ongoing, and random quiet metal clinking occurs"
Y77fe_-5zCmM.wav,"An adult male speaks, a meow occurs, then a boom, the male speaks again, and mechanical clicking occurs"
YLkXhkR4lTS4.wav,A person talking the entire clip
Y77eV2YFJwgc.wav,A gun is cocked and fired rapidly and cartridges ping against the floor
YLkXILk5okJg.wav,Some liquid flows while kitchenware hits
YLkPH8_fJ7Ls.wav,A male child speaks and plastic crumples and crinkles
YLkQIhNz1o9Q.wav,Someone types on a keyboard
YLkNOOWFKHD8.wav,Water splashing and gurgling as people talk
YXB-lOd-HH1o.wav,A man talks while different birds tweet
YRmAsVtD8qzw.wav,A train hiss loudly
Y77_C3AMGp1k.wav,Water is filling a basin and a young man is speaking
YNnt49h9kSuQ.wav,A man speaking followed by glass shuffling then wood clanking before glass clanks proceeded by liquid pouring into a container
Y77ZFT8HuVq0.wav,"A boat motor is running and then accelerates, and water is splashing"
Y77YX1V-mPcY.wav,Water is flowing making bubbly sounds and splashing around
YNnv7ImgNAEg.wav,Continuous hissing with bells and a horn honking
Y77W8716C44A.wav,A frog croaking
YMgHh1iN_8fk.wav,A sewing machine operates with squeaking sounds followed by knocking
YUA5_5uj4iIw.wav,"The whir of machine motors, the clacking of wooden boards"
Y77VHwpyq6xo.wav,A dog barks while people speak
YU9ySkH80BU8.wav,Someone speaks as water runs into a sink
YNo4tP84-NvI.wav,Clanking with brief speech
YqNsnip5tvsg.wav,A person talking as a crowd laughs
YXASclzoqguI.wav,A woman talks followed by sizzling and frying of food
YqNxytjnLbOE.wav,A train engine is running and rhythmically chugging
YqO0P57aZBiw.wav,A steam engine running on railroad tracks as steam heavily hisses
YqOA4vLvHHn8.wav,Dogs growling while a woman is talking followed by dogs barking
Yqzy-KWlmlgc.wav,A spray is triggered
YRmF5uH_SuKQ.wav,Several engines work in idle nearby
YKLGJt-Q65RA.wav,Small birds chirping with people speaking
YkZ6h5EYl6fs.wav,A large engine roars and someone is shouts a loud short rout
Y4I2KlSyijz4.wav,Men talk while an audience laughs and water runs from a faucet
Y4IF49XmNCaw.wav,"A toilet flushes, water flows"
Y4HtkTDr342c.wav,A man is speaking and water is gurgling in the background
Y4HxIyosr-AM.wav,A man is narrating while instrumental music plays and a plane engine sounds
Y4HrtJcJc174.wav,A woman is giving a speech
Y4Hs1yZu1GAU.wav,Food is sizzling dishes are clanging together and a woman is speaking
Y4HzAuSA8Syk.wav,"People talking in foreign language, train horn"
Y4I0SfHz97Ag.wav,"People applaud, and a man speaks"
Y4Hy1t6KBY4o.wav,Vehicle drives and honks its horn
Y4Hz53AafH7s.wav,Motor slowing down
YRX7gmpgfnYs.wav,A man is talking and spraying something
YRXE39pZXG3M.wav,A few slams are followed by referee whistles
YRXE4HGOTQWI.wav,Phone ringing then two men speaking
YEN_D3UzTfqE.wav,"An engine vibrates loudly nearby, and then wind blows"
YRXNZ-0Wteno.wav,Vehicle traffic with a distant horn honking followed by a louder horn honking
YRXPij7peR3I.wav,Singing followed by a man speaking then a bang
YtdWWY6SoqlY.wav,A bus slows down and its engine decelerates quietly
YtdUv86s7PMw.wav,An engine works while some frogs croak
YtdZk4rxpSlc.wav,Whimpering and long yipping.
Ytdfz7W9xNIw.wav,Loud wind noises and a car horn and a person talking at the end
YWxuCynzEntQ.wav,Metal clangs together in an enclosed space
Y7XQZvjD_Ww0.wav,A small motor is vibrating consistently
Y7XSDamG_R38.wav,An engine is attempted to be started up and then starts and idles
YISTN_64MVnA.wav,An electronic bleep beeping repeatedly
Y7XCSZi0rS5E.wav,A baby laughs and a man speaks
Y7XCaCkHgkZM.wav,A cat is meowing over and over
Y7X3i7llSK9U.wav,A train is blowing its horn as it passes by
Y7XAySrozWrk.wav,People in a small room are chanting and singing
Y7XKwZAmhdrg.wav,A bus engine idles and people are having a conversation
Y7XL--db_qQ4.wav,A bell is ringing and a train blows its horn twice long and hard
Y7XChPEYFWpA.wav,People are talking and bees are quietly buzzing in the background
YL5gAhon3a68.wav,A person speaks and a small RC engine spools up
YL5fq5D1Uces.wav,As the wind blows steadily a bird sings and an engine goes by
YIs4oH0_g21U.wav,A sheep bleats and some objects hit
YIryLRJ2P_qQ.wav,An insect buzzing intermittently
YIs0jFNep7kY.wav,Fast rubbing followed by speech
YCEzwcZnypSY.wav,A man speeches while a crowd whispers
YCEgyXSAygiw.wav,"Explosions, gun fire, and popping and whizzing sounds"
YCEggxDcgEHc.wav,Metal clashes and a man speaks
YCEnhuZ5Rm_Q.wav,Birds chirping and rustling
Y-RMYdwOv3Mo.wav,A guy is speaking followed by some ceramic sound
Y-RMHRmd5utQ.wav,Continuous mechanical beep
Y-RLhcWjOd1E.wav,Animal noises and whimpering
Y-RKs4NoVRms.wav,A woman sneezes before describing the side effects of her cold
Y-RIXNh-i88E.wav,Woman speaking while a pan sizzles
Y-RH8_ZSbHhc.wav,Chatter and then a car horn beeping
Y-RFRH50Qobg.wav,Train horn tooting multiple times
Y998RhGRlp1c.wav,Rain hitting the roof
Y995vcjHHtZc.wav,People are being pushed back on her own
Y994l_hUXlCM.wav,"A group of birds cheep, a man speaks"
Y5yAi2mLckGE.wav,Two woman speak while ducks quack in the background
Y98yzDuNZqjk.wav,A boat or vehicle engine running steadily
Y-ROt5_xhcyo.wav,Vibration and noise of a working motor
Y-RNPQI3AJMw.wav,Rapid gunfire and gunshots
YB9JPdSzZXvc.wav,A door is sliding open
YB9J303z3ICM.wav,A flushing of water and people talking
YB9Hlx2G4ADc.wav,An idling engine sound is followed by an engine revving
YB9F7ijiMaxs.wav,Children are speaking followed by laughter
YB98GzVyBEH8.wav,"A man speaking in the distance with traffic passing in the distance, then a man speaks nearby and a door opens"
YB97t6blNHnA.wav,An engine idling consistently
YB94vwFIqTUQ.wav,A man speaks and types
YB9-LyMdFE4I.wav,Sanding and cracking
YB8xK_lJFsRw.wav,People speaking on a moving bus
YB8t0JMx0vyk.wav,Water pours out onto a surface
YwEXFa9wRSn0.wav,International music plays as water pours into a pot and finally some splashes
YUrSXp3cd3tw.wav,Humming of engines with some clicking and crackling
YwEDtBaumjH8.wav,A train horn sounds then someone laughs
YwEDditLGJwg.wav,"Several small shuffles of hard objects knocking, followed by loud explosions interspersed by a grown man chuckling"
Y5y4pi2ShzhY.wav,A explosion and a man speaking
Yw5xqAI6Ev40.wav,Clanking followed by a toilet flushing and then some more clanking
Y4C2yBknu3ZM.wav,Church bells chime loudly and repeatedly
Y4C-Abooz-OA.wav,The engine of a small machine pulling chains
Y4BwQL9lW7A4.wav,A vibrating noise
Y2Qh9AFPNq50.wav,A dog is barking people are talking
Y4C6JkAoRyVk.wav,A horse neighs and birds chirp outside
Y4C5_pfsrp3Q.wav,Birds are flapping their wings and some bird call
Y4C4dfeDruIw.wav,A person snoring
Y2QZSUAQMHqk.wav,Motor running followed by faint murmuring and gunshot
Y2QXhTsNhzIQ.wav,"A distant train horn, followed by the clickety-clank of the train on the rail"
Y4C7zRL0dVgE.wav,An aerosol is sprayed
Y4C7XyQgZ_8I.wav,A thump noise and a bird chirps
Y2QTH4_WQlgg.wav,A toilet flushes and then woman laugh in the background
Y2QLhxtgqvU8.wav,"A man speaks followed by electrical hums, some clicking, and liquid being poured"
Y2QXBc5C7Ut0.wav,Female speaking followed by child speaking
YrsfXfpnLfeE.wav,Frogs croaking and chirping
YePDemSpE3Ho.wav,Continuous emergency sirens and horns
Yrt-0CEbzL2k.wav,High pitched continuous ringing followed by clanking and rustling
YrsrZOjkQ3rY.wav,Rubbing and scraping followed by a soft power tool drilling then a louder power tool drilling
YrswivgQdpFA.wav,A child and man speak then whistle
Yrt0-hh8NqSo.wav,Roosters crow and wings flap
Yrt0Ksg7zpow.wav,"An engine revs, tires squeal, a car accelerates into the distance"
Y_-sns7INCWo.wav,Rustling together with male speech and white noise
YmZRsCN0ygaM.wav,Water running followed by paper ripping
YR8z8J9klk70.wav,A camera is shuffled and a clang occurs
YOzmtIGIsh7Y.wav,A man is speaking then a sewing machine briefly turns on and off
Y_0GMVllsIy4.wav,A pigeon coos softly and then there is a lot of pecks and cooing by a lot of birds
Y8xfX6p4e1ZI.wav,Clip-clop of a horse trotting by
YOzvXPl848dw.wav,A man speaks with some dry scraping and sanding
Y8xah8J3bWis.wav,A man and a woman talking as a telephone is ringing
Y5yFBvLbq1XA.wav,Water running from a faucet
YRbrSbC-bGY0.wav,Wind blows and birds tweet
Yoy-nvX8f8nY.wav,A drill runs continuously
YSUF1l9xmZ-A.wav,An engine revs very close by and then idles rickety
YSUTOf4oOJRE.wav,A loud engine idling
YSUNjVhN08fE.wav,A man speaks as water flows down a stream
Y8j7q3t8ie10.wav,Moving of objects followed by a beep
Y8jF5KAS1LkI.wav,Females speech followed by a sewing machine in operation
Y8j6uc8DEzWA.wav,A man is speaking and loud bangs happen
YkxY_Asbi1wI.wav,Water moves around and splashes loudly as a man grunts at the end
Y8j5gWsCQ3_4.wav,A woman speaking and crowd cheering
Y8j69QB0y4Cw.wav,A vehicle driving by quietly and slowly
Y8ixP67tAOXs.wav,Vehicles are racing by at a fast speed
Y8j-jFjOn_4A.wav,Wind is blowing and woman is laughing
Y8itRcDYjTiw.wav,A man talking and traffic driving
Y8itzyk-WgP0.wav,A frog chirps and other frogs and crickets chirp in the background
Y5MVE73rP6R8.wav,A large engine hums and speeds down a roadway
Y5yAnVjPDShU.wav,Sirens ring out and cars speed by in the background
Y5MSE1-YlVfc.wav,A woman speaks followed by laughter and a cat crying
YW8BDM_jth3Y.wav,A man speaks and a computer keyboard is clicked
Y5MXhhFv6AMo.wav,A toilet being flushed
YIU9Z_7GsYNM.wav,Wind blows in a tunnel
Y5MWchKu240k.wav,Dog continuously barking while middle aged woman vocalizes in distinct accent and laughs
Y2KLSmeAXUHU.wav,An engine is revving up
YmZCsDKLUDQY.wav,Motorcycles pass by loudly as people talk nearby
Y5MIXgA43C0M.wav,"People speak, some splashing and clapping followed by laughing"
YZ9yyGhM_9qw.wav,Buzzing of nearby insects with distant quacking and faint speaking from a nearby man
Y5MRDu6qgla0.wav,A crowd of people are talking and a police siren goes off loudly
YfXUT4w2jCWs.wav,An engine sound is followed by the sound of helicopter blades
Y5MQaessPo-0.wav,Multiple car engines run
YZ9aB-SFDnwk.wav,"A man talks nearby, followed by a door closing, after which the man continues to talk"
YMDW5VlmaGjA.wav,A vehicle engine revving and accelerating while driving by
Y-8v6KSVvQrc.wav,The man is speaking and the backside spray sound
Y-8uTrn1Y85U.wav,Ducks are quacking and an adult female speaks
Y-8tskHwTfcQ.wav,The sound of dried leaves rubbing against one another in response to being moved by the wind or another cause
Y-8sR1D7oCic.wav,A race vehicle is accelerating its engine
Y-8ysWJSrITc.wav,She is talking
Y-8yNBmjX1bE.wav,Women speaking followed by children speaking
Y-8yCp5GagJA.wav,The water tap was running water out of the faucet
Y-8xXKLBLOnc.wav,A drill motor is running
Y-8zyGG5y3io.wav,"A woman speaks to a crowd, some camera clicks"
Y-8z7eJDWf9U.wav,A vehicle engine idles roughly
YsN5B3nfGlZY.wav,Someone is typing keys on a computer keyboard at a fast pace
YgW4iTnEvqHA.wav,"A car engine hums nearby, and then people talk quietly"
Y5MXtSBsWrGs.wav,An engine is being switched on
Y0UlteOknFwI.wav,Dog snuffling and panting
Y0UlXhWYb9Js.wav,A whistle blows then a car comes and passes very fast
Y0UlaI-oeITg.wav,The cars are passing by
Y0UjmiLcmMa8.wav,A toilet flushing away water while a bathroom stall door makes noise
Y0Ukop25AhEc.wav,A loud long burp is followed by a laugh
Y0Ui0shNtHfY.wav,"Water is running and gurgling, and a female speaks in the background"
Y0UjUkHszzZ4.wav,An adult male speaks and a medium vehicle engine starts up
Y0Uf85Z4A7t4.wav,Someone crying with dog barking and woman's voice in background
Y0UhqGLU3zac.wav,Vehicle spinning tires in place
YTu0-doXRwUk.wav,Rustling followed by a toilet flushing
YxiEIyeo6R7o.wav,A vehicle engine slowly accelerates
YTuIfnuhmDq4.wav,A couple of sequences where a computer-generated voice is followed by typing
YTuIQg2cJqAs.wav,A child sneezes repeatedly
YUcYa-1k0Nvc.wav,Steam following by a slide whistle
Yxi5tZADVwcw.wav,A man speaks and bees buzz
Yxi7oWgo-wqM.wav,High pitched screeching followed by rustling and some croaking
YhUViJ9zgHKw.wav,Something squeals in protest and then something is clanked
YQ4ph8Eyq2Pw.wav,A person talks nearby as an engine idles nearby and wind blows
YVWLLeNYvxII.wav,Paper crackles nearby as it is manipulated
YVWNo6X7aecQ.wav,A race car is driving as a man talks
YVWBLKuEA6EY.wav,A vehicle engine is accelerated and a man speaks
YO9tPTmjH_hY.wav,"Ambient water noises, followed by electronic motorboat engine"
YVWKCKIx5vAA.wav,Water dripping and gurgling
Yaad-tAx1DU0.wav,A machine works
YdtkT2VYNgXA.wav,Birds chirping and a person whistling
Yx2ZyKE89nzw.wav,"A child breathes hard, coughs, and then cries"
Y8MvVwaGPKnI.wav,"Birds are chirping, crickets are chirping, rustling occurs, and an adult male speaks"
Y8MxxgRV8o7U.wav,"An adult male speaks, water runs, splashes and gurgles, and a thump occurs"
Y8MzdJUn9n8U.wav,A car starts up and is revved
Y8N-sgJB6Ias.wav,A man is speaking followed by a thud
Y8N0pMDO4hsQ.wav,"Approaching vehicle with blowout, birds in background"
Y8N4KO96rkdU.wav,Water crashing and small person talking
Y8N5c7JZmKGs.wav,"Traffic is audible, a motor vehicle passes by, and slight clicking occurs"
Y8N5eETeI8Z0.wav,"A child cries, a woman speaks, cat shrieks and the child cries more"
Y8NAMpUl01ug.wav,Wind blowing hard followed by two men talking in distant ending with a frog croaking
Yxodr5wnFQvs.wav,Traffic revs up far in the distance
YxobSVmWsS3M.wav,A back and forth sanding noise
YxoeIYiJsPy0.wav,A helicopter whirs consistently
YxoeGfFrOSec.wav,A man talks while a model airplane flies
YTVWqe2XM0o8.wav,Men speak with splashing water
YTVDvmHlcGm0.wav,A door opens up nearby
YTVdoDP96590.wav,High pitched whistling following by low whistling
YbDrPO37cp6M.wav,A machine works while wind blows strongly followed by a siren being triggered
YDKM2KjNkX18.wav,A man speaks and types on a keyboard
YSdzaTL0aJXc.wav,Wind blows and people laugh followed by a horse neighing
YxzCbpSQgdpI.wav,A car engine accelerates followed by a beep
Y7P8x9GIvRJA.wav,A woman is narrating in a foreign language
Y5siQ3K31KeI.wav,"Sewing machine going, then stopping and starting up again"
YfMGNky979o4.wav,Continuous digital beeping
Y5siKASaXYTU.wav,Numerous background noise of people and animals that end with an animal bellowing
Y1ijeSI4LOrU.wav,Birds are flapping their wings
Y1iiFj83VI7M.wav,"Squeaking occurs, two females speak and laugh, and a hoofed animal walks by"
YziUoP8L-zkA.wav,An aircraft engine running
YziO8CGRSZZ8.wav,Some clicks followed by a man speaking then some bangs
Y7PKDrv5WP9o.wav,A dog barks in concert with rhythmic thumping
YziG1mj5gTTo.wav,"An aircraft motor is running and buzzing, propellers are vibrating, and two adult males speak faintly in the background"
YdHJ0pK27t6k.wav,Food sizzling with metal clanging followed by clanking on a porcelain surface as an air ventilation system runs
Y1iYLIIMgINQ.wav,"A crowd cheers, a man speaks to them"
Y1iXLWRFE000.wav,An engine is idling
Y1ibgN7gv1bQ.wav,Pigeon makes lots of different sound
Y1iaEDqdYliE.wav,A man is speaking and cars are speeding by
Y1ie_mPvVJ4A.wav,A motorboat engine is in use
Y1icEOZdgkVY.wav,Infant crying frantically
Y1ihBVEOfaVE.wav,Birds chirping and people speaking
Y1ih1mXowz1U.wav,An animal is stomping its feet
Y2vSzoyYcFAA.wav,Woman giving a speech
Y2vNfb9JmJcQ.wav,A loud clicking and shuffling occurs
Y2vNYlboKPQg.wav,Car driving fast then braking
Y2vKxkciAFaM.wav,"A dog pants, shuffles and barks"
Y2vJVctVYbMo.wav,An older man is giving a speech
Y2vIXsl6gICw.wav,Loud engine attempting to get started
Y2vHhaU0k_4k.wav,The ticking and chiming of a clock
YHDkT9w96tnY.wav,"A musical instrument bleeps, and then a machine beeps loudly several times"
Y7PQhq0YjusE.wav,Wind is blowing and dog is panting and whimpering gently
Y2vTVb3LhxXE.wav,Clanking of dishes in the background while an older man speaks
Y2vTS31IeyOY.wav,Papers rustling
Y9SwqisZFZr8.wav,Television plays in background then a young child sneezes and speaks followed by an adult woman who speaks
Y9Sxy1AlWmB8.wav,A bell chimes several times
Y9SvCis6IdgU.wav,"Man laughing and talking, whistle and engine revving"
Y9SwGzhspGIs.wav,A woman speaking followed by a baby cooing
Y9Sn8mlDZ0zs.wav,Wind blowing in a microphone and a group of people talking
Y9SpP079VAYw.wav,A man is snoring loudly
Y9SkN9u22uhE.wav,Engine idling quietly with light wind
YnrbgVzLPpdQ.wav,Vehicles pass and the wind blows
YGXPeyqXZfyM.wav,Motor vehicles are racing and skidding
YjnPD-M9kIm0.wav,A machine runs very loudly
YjCTsyQRkwhg.wav,An idle vehicle engine followed by a musical horn honking then a truck accelerating
YUOdw1xsTQFU.wav,A bell rings and a train passes nearby
Yrf6ZMK2V3mM.wav,Birds tweet and vocalize
YVTuEzCUFTdE.wav,Clanging sound then a toilet flushing
YVU-1nxT7YPU.wav,Some surface is hit by a metallic tool
YiJXDHdIpB_k.wav,"A man speaks, then lots of clicks and rustles and a pig squealing"
YUmyx9TCiAS0.wav,Someone is snoring softly and there is a light static and a voice in the background
YUmzfsnxjAVk.wav,Typing on a computer keyboard followed by a man speaking then plastic cranking
YUJ-2WuTunkE.wav,A man talks and types on a keyboard
YEPSPjAR8ztY.wav,A crowd applause loudly nearby as a person talks in the distance
YEPNr68hknvw.wav,"In a quiet environment, an adult male is speaking"
YxzMxL-HwhFw.wav,Several birds tweet while a man talks
YRaJx8et3wo8.wav,Vehicles passing by with a loud horn honking continuously
YtC9f6uvVKZc.wav,An emergency siren powering down followed by audio hissing and muffled metal clanging
YObnqwJxrbcI.wav,Some laughs lightly
YaIi_i_Bt510.wav,A vehicle engine idling
YaIjQkQ36AVQ.wav,A person sucks air and belches very loudly
YEPCTznmNcNw.wav,Telephone ringing followed by a woman speaking
YaIS31DyFpDg.wav,A car accelerates and skids
YaIbQ6eQ67GA.wav,A man speaking with a distant boom of a jet engine
YzVy9pETn6oI.wav,Rustling with distant people speaking followed by a girl speaking
YzW46UonugXU.wav,People are in conversation and laughing
Y_b_dv4jK9vI.wav,Humming and sputtering of an idling engine revving
YpOwNRM3BM_w.wav,Water running continuously
YtTvvPOTmImA.wav,Click clack then bell ringing
YgqzRsP0mwsc.wav,A baby cries loudly as a woman grumbles
YjuJgS5-ddRU.wav,Church bells ring in the distance multiple times as people talk nearby
YxpUT30qUUaI.wav,Rustling and white noise followed by a sneeze
YxpWWXLTXMaA.wav,Gunshots ring out and an explosion occurs
YCUvDaVFQ0sg.wav,A woman speaking and dishes clanking
YCYJhs2CPpQs.wav,Men speaking with distant traffic passing
YxpSkkPTtQw4.wav,High pitched squeaking with people speaking and sirens in the distance
Yg0EXbG41tRY.wav,Rumble of an engine followed by an abrupt sharp tone then an engine accelerating
Yg0ACaijG5Rs.wav,A harsh motor sound
Yg06QT0gUKvo.wav,A machine runs rapidly
YCUlxjccLpXc.wav,An idling car revs the engine
Yg-wlCCvMt_A.wav,Wind blows strongly while people talk far away
Yg-uqyDcbnA4.wav,Wind blowing followed by wood cracking
YLLfowliB_YU.wav,A man talks while a drill tool works
YxvjCydZMfPg.wav,A sewing machine works while a man talks
YCUl0CDciflY.wav,A motorcycle passes by and then a man talks as the motorcycle starts to come back
YO9xjy2_DUL8.wav,"A small motor run, something beeps, and then metal hits metal"
YCUlUUdmljb0.wav,Static in the background while a child snores rhythmically
YQLEM4EzQhrQ.wav,A man and woman speak after liquid is poured
Ys8zWOWalXy4.wav,Rail car noises and horn start to fade into the distance
YCUiajtjBXHM.wav,Air rushing followed by a couple of sneezes
YQLKw_Tgd-ys.wav,A gun shoots with lots of revert
Yy0xkMQzZACI.wav,Water runs and bells ring while wind blows and a goat bleats
YLLQUwiWyzZc.wav,A rustling sound and a brief tapping and drumming
Yxw-B1OGab3g.wav,A man speaks with a bee buzzing and then a motorized vibration with some clicks.
YdEPx_z4Rpho.wav,A woman speaks as food sizzles then another woman laughs
YYkbcr7TMhwU.wav,Some rattling followed by a loud burst of an explosion then more rattling
YtTt0_1h17dU.wav,An emergency siren wailing as a man speaks over a radio while a muffled vehicle engine accelerates followed by another man yelling in the distance
Yr5s_IAgFiKo.wav,Birds tweet while a ball is played
YQLZmGF9NEus.wav,A man speaks and crumples paper
